ApplicationID,TestDate,QuantitativeScore,LogicalScore,VerbalScore,TotalScore
A03669,2024-04-16,30,35,25,90
A03670,2024-10-29,35,14,29,78
A03671,2024-06-05,12,30,40,82
A03672,2024-05-10,18,19,27,64
A03673,2024-01-22,18,26,22,66
A03674,2024-02-13,14,14,25,53
A03675,2024-01-04,32,38,11,81
A03676,2024-02-17,38,21,23,82
A03677,2024-07-05,32,38,17,87
A03678,2023-12-16,38,34,21,93
A03679,2024-11-04,11,12,24,47
A03680,2024-03-16,18,33,19,70
A03681,2024-02-11,28,31,16,75
A03682,2024-08-26,34,21,36,91
A03683,2024-02-14,37,22,40,99
A03684,2024-02-01,28,13,21,62
A03685,2024-05-09,29,34,11,74
A03686,2024-04-26,17,20,17,54
A03687,2024-08-16,26,15,22,63
A03688,2024-03-03,24,11,32,67
A03689,2024-10-16,26,13,36,75
A03690,2024-10-11,15,35,18,68
A03691,2023-12-28,36,10,35,81
A03692,2024-09-03,13,13,25,51
A03693,2024-08-22,20,26,38,84
A03694,2024-03-03,10,23,24,57
A03695,2024-10-09,26,36,13,75
A03696,2024-01-30,18,20,28,66
A03697,2024-01-06,13,12,28,53
A03698,2024-08-16,31,31,24,86
A03699,2024-11-04,13,35,37,85
A03700,2024-08-30,16,23,28,67
A03701,2024-06-11,27,35,26,88
A03702,2024-09-12,37,29,16,82
A03703,2024-03-30,36,20,38,94
A03704,2024-08-12,24,13,27,64
A03705,2024-04-26,29,27,27,83
A03706,2024-02-08,39,12,16,67
A03707,2024-01-15,21,10,35,66
A03708,2024-07-20,23,28,36,87
A03709,2024-03-10,26,38,27,91
A03710,2024-05-18,21,26,18,65
A03711,2024-10-21,16,40,25,81
A03712,2024-05-08,29,15,17,61
A03713,2024-01-04,27,35,34,96
A03714,2024-08-10,35,28,35,98
A03715,2024-06-18,19,12,10,41
A03716,2024-10-20,27,13,26,66
A03717,2024-08-20,20,19,10,49
A03718,2024-02-04,30,26,34,90
A03719,2024-11-07,16,20,18,54
A03720,2024-03-01,10,32,23,65
A03721,2024-01-07,36,25,13,74
A03722,2024-06-21,17,12,29,58
A03723,2024-05-17,36,40,39,115
A03724,2024-08-13,28,38,13,79
A03725,2024-11-01,21,31,40,92
A03726,2024-06-30,24,36,31,91
A03727,2024-05-27,23,37,24,84
A03728,2024-06-03,14,11,30,55
A03729,2024-04-20,27,17,10,54
A03730,2024-05-22,22,25,36,83
A03731,2024-11-06,36,35,25,96
A03732,2024-07-03,26,10,15,51
A03733,2024-04-06,37,21,31,89
A03734,2024-03-19,33,10,33,76
A03735,2024-11-05,30,11,13,54
A03736,2024-06-15,38,27,37,102
A03737,2024-05-19,18,11,20,49
A03738,2024-10-16,12,36,37,85
A03739,2024-09-20,31,33,15,79
A03740,2024-12-04,17,20,34,71
A03741,2023-12-20,15,10,34,59
A03742,2024-05-15,27,17,31,75
A03743,2024-05-21,29,36,19,84
A03744,2024-05-05,11,26,31,68
A03745,2024-06-08,10,25,36,71
A03746,2024-05-12,39,37,22,98
A03747,2023-12-30,18,24,13,55
A03748,2024-07-18,27,35,19,81
A03749,2024-07-10,22,25,15,62
A03750,2024-08-22,38,26,26,90
A03751,2024-01-06,39,39,15,93
A03752,2024-01-29,21,29,31,81
A03753,2024-09-12,20,38,19,77
A03754,2024-04-19,17,24,28,69
A03755,2024-03-07,16,25,30,71
A03756,2024-11-11,18,21,13,52
A03757,2024-07-01,11,24,24,59
A03758,2023-12-25,29,36,24,89
A03759,2024-01-11,28,40,16,84
A03760,2024-10-09,17,34,32,83
A03761,2024-07-17,34,39,38,111
A03762,2024-08-20,36,19,33,88
A03763,2024-02-27,29,34,37,100
A03764,2024-08-14,39,10,26,75
A03765,2024-07-04,35,16,12,63
A03766,2024-03-14,14,17,20,51
A03767,2024-06-05,32,21,29,82
A03768,2023-12-24,16,27,22,65
A03769,2024-05-13,38,20,30,88
A03770,2024-09-04,39,28,14,81
A03771,2024-09-21,31,38,37,106
A03772,2024-01-04,32,30,38,100
A03773,2024-03-25,36,19,25,80
A03774,2024-07-15,28,27,23,78
A03775,2024-04-30,22,13,22,57
A03776,2024-11-23,25,33,21,79
A03777,2024-10-21,10,23,10,43
A03778,2024-09-05,25,35,35,95
A03779,2024-09-16,29,15,27,71
A03780,2024-08-19,38,18,13,69
A03781,2024-03-08,16,29,34,79
A03782,2024-06-26,35,32,23,90
A03783,2024-04-06,13,28,40,81
A03784,2024-11-11,40,10,15,65
A03785,2023-12-30,13,37,19,69
A03786,2024-01-26,17,24,11,52
A03787,2024-05-10,17,17,21,55
A03788,2024-09-26,14,18,27,59
A03789,2024-03-15,37,22,25,84
A03790,2024-02-25,25,34,22,81
A03791,2024-03-25,18,18,27,63
A03792,2024-08-15,31,30,28,89
A03793,2024-12-03,11,25,13,49
A03794,2024-04-15,11,14,35,60
A03795,2024-01-01,16,25,28,69
A03796,2024-03-29,33,17,17,67
A03797,2024-02-08,18,38,29,85
A03798,2024-07-27,29,11,40,80
A03799,2024-02-17,32,38,17,87
A03800,2024-02-12,17,22,17,56
A03801,2024-11-17,33,35,39,107
A03802,2023-12-21,35,33,22,90
A03803,2024-06-07,26,13,25,64
A03804,2023-12-16,40,20,27,87
A03805,2024-03-16,37,40,16,93
A03806,2024-03-19,10,36,34,80
A03807,2024-02-28,35,33,40,108
A03808,2024-02-22,20,30,17,67
A03809,2024-02-16,22,15,39,76
A03810,2024-06-15,31,17,30,78
A03811,2024-06-11,14,32,30,76
A03812,2024-11-22,11,22,12,45
A03813,2024-08-24,13,12,30,55
A03814,2024-05-17,10,30,14,54
A03815,2024-05-13,15,10,26,51
A03816,2024-12-09,20,37,24,81
A03817,2024-03-13,39,35,17,91
A03818,2024-09-07,36,20,19,75
A03819,2024-10-14,20,18,37,75
A03820,2024-07-30,40,21,30,91
A03821,2024-07-30,25,31,37,93
A03822,2024-04-05,26,22,33,81
A03823,2024-06-01,40,40,29,109
A03824,2024-08-24,39,11,32,82
A03825,2024-06-05,35,22,16,73
A03826,2024-06-25,30,24,33,87
A03827,2024-06-29,38,14,31,83
A03828,2024-06-25,23,24,31,78
A03829,2024-11-20,36,24,13,73
A03830,2023-12-25,25,29,17,71
A03831,2024-08-08,18,28,31,77
A03832,2024-01-01,27,37,32,96
A03833,2023-12-24,31,13,38,82
A03834,2024-06-10,38,10,37,85
A03835,2024-08-20,14,34,35,83
A03836,2024-11-21,35,14,38,87
A03837,2024-09-30,16,36,39,91
A03838,2024-05-12,18,23,22,63
A03839,2024-10-07,37,40,13,90
A03840,2024-11-26,11,22,15,48
A03841,2024-01-10,33,27,29,89
A03842,2024-04-04,22,20,32,74
A03843,2024-09-09,36,35,12,83
A03844,2024-03-23,22,38,20,80
A03845,2024-08-30,38,32,20,90
A03846,2024-02-22,36,28,36,100
A03847,2024-09-12,25,14,27,66
A03848,2024-05-08,29,33,21,83
A03849,2024-10-23,21,16,20,57
A03850,2024-04-15,25,18,20,63
A03851,2024-08-09,35,20,17,72
A03852,2024-09-11,15,14,28,57
A03853,2024-12-02,24,38,19,81
A03854,2024-07-29,24,36,13,73
A03855,2024-10-14,30,22,30,82
A03856,2024-06-13,22,30,19,71
A03857,2024-03-27,35,27,12,74
A03858,2024-11-28,34,30,34,98
A03859,2024-09-12,28,14,30,72
A03860,2024-07-06,29,26,15,70
A03861,2024-11-14,37,30,37,104
A03862,2024-04-04,17,26,21,64
A03863,2024-03-06,25,39,36,100
A03864,2024-11-18,13,17,38,68
A03865,2024-08-11,24,21,34,79
A03866,2024-04-26,14,37,33,84
A03867,2024-11-12,22,10,11,43
A03868,2024-10-27,17,13,13,43
A03869,2024-04-21,27,24,17,68
A03870,2024-09-08,33,19,35,87
A03871,2024-01-19,40,33,10,83
A03872,2024-07-21,26,25,23,74
A03873,2024-07-21,34,29,34,97
A03874,2024-06-30,23,25,10,58
A03875,2024-05-10,31,20,33,84
A03876,2024-11-15,10,25,20,55
A03877,2024-11-27,27,29,16,72
A03878,2024-02-05,13,33,34,80
A03879,2024-10-31,31,27,25,83
A03880,2024-09-19,26,18,16,60
A03881,2024-04-04,26,10,39,75
A03882,2024-06-14,14,28,36,78
A03883,2024-06-23,21,15,10,46
A03884,2024-03-31,27,14,21,62
A03885,2024-06-26,37,19,23,79
A03886,2024-07-17,16,13,27,56
A03887,2024-05-04,39,36,38,113
A03888,2024-06-12,35,25,27,87
A03889,2024-12-08,39,29,23,91
A03890,2024-11-24,17,39,18,74
A03891,2023-12-24,11,20,14,45
A03892,2024-03-08,31,35,14,80
A03893,2024-07-25,11,24,23,58
A03894,2024-05-11,23,16,24,63
A03895,2024-01-19,19,34,20,73
A03896,2024-05-26,37,12,26,75
A03897,2024-06-12,29,40,10,79
A03898,2024-11-23,34,38,34,106
A03899,2024-03-07,11,32,15,58
A03900,2024-11-14,29,40,23,92
A03901,2024-05-14,11,22,20,53
A03902,2024-09-10,23,35,27,85
A03903,2024-10-25,37,10,40,87
A03904,2024-04-11,28,40,24,92
A03905,2024-08-24,10,40,33,83
A03906,2024-02-07,28,34,32,94
A03907,2024-05-13,34,34,28,96
A03908,2024-02-09,36,23,34,93
A03909,2024-08-02,12,11,39,62
A03910,2023-12-21,10,25,28,63
A03911,2024-04-22,32,14,27,73
A03912,2024-11-01,25,18,10,53
A03913,2024-12-03,24,11,22,57
A03914,2024-04-15,16,18,13,47
A03915,2024-09-24,20,31,17,68
A03916,2024-09-30,15,40,29,84
A03917,2024-09-07,27,33,37,97
A03918,2024-07-12,33,35,13,81
A03919,2024-05-26,15,19,10,44
A03920,2024-02-18,26,25,10,61
A03921,2024-02-19,22,22,30,74
A03922,2024-05-08,17,28,10,55
A03923,2024-06-02,40,10,10,60
A03924,2024-02-09,17,22,10,49
A03925,2024-11-27,34,39,16,89
A03926,2024-02-29,20,11,27,58
A03927,2024-05-25,17,18,20,55
A03928,2024-11-11,22,31,38,91
A03929,2024-02-19,24,11,20,55
A03930,2024-08-27,38,11,19,68
A03931,2024-03-13,29,28,17,74
A03932,2024-08-16,34,16,28,78
A03933,2024-07-19,26,12,28,66
A03934,2024-02-03,27,31,16,74
A03935,2024-05-19,19,37,36,92
A03936,2023-12-30,19,33,18,70
A03937,2024-08-16,35,36,10,81
A03938,2024-09-11,16,14,29,59
A03939,2024-06-25,26,12,40,78
A03940,2024-06-23,36,30,40,106
A03941,2024-02-09,16,40,30,86
A03942,2024-04-04,37,24,22,83
A03943,2024-05-09,12,38,23,73
A03944,2024-02-22,34,31,35,100
A03945,2024-10-16,20,17,37,74
A03946,2023-12-31,18,33,32,83
A03947,2024-08-04,13,19,38,70
A03948,2024-04-27,37,30,15,82
A03949,2024-04-06,32,17,25,74
A03950,2024-08-04,27,14,10,51
A03951,2024-10-29,36,29,27,92
A03952,2024-04-11,12,29,11,52
A03953,2024-05-15,26,40,18,84
A03954,2024-10-14,39,24,17,80
A03955,2024-10-25,20,35,17,72
A03956,2024-10-13,10,39,17,66
A03957,2023-12-17,36,15,14,65
A03958,2024-05-11,14,30,12,56
A03959,2024-06-03,27,36,23,86
A03960,2024-12-04,18,18,19,55
A03961,2024-05-13,32,28,19,79
A03962,2024-09-01,39,26,36,101
A03963,2024-07-18,38,10,12,60
A03964,2024-02-10,20,17,26,63
A03965,2024-07-11,23,37,19,79
A03966,2024-08-09,35,33,12,80
A03967,2023-12-29,30,18,27,75
A03968,2024-08-05,27,11,39,77
A03969,2024-11-08,14,28,33,75
A03970,2024-03-21,34,16,17,67
A03971,2024-06-14,32,12,16,60
A03972,2024-08-26,10,16,12,38
A03973,2024-08-05,15,35,30,80
A03974,2024-10-29,18,29,17,64
A03975,2024-05-20,29,21,20,70
A03976,2024-12-09,17,39,31,87
A03977,2023-12-18,35,19,15,69
A03978,2024-05-15,23,34,26,83
A03979,2024-05-19,15,10,10,35
A03980,2024-06-04,33,39,26,98
A03981,2024-07-01,23,31,16,70
A03982,2024-04-04,10,35,10,55
A03983,2024-05-02,21,20,14,55
A03984,2024-09-27,17,22,21,60
A03985,2024-05-22,31,13,36,80
A03986,2024-05-13,12,13,33,58
A03987,2024-05-14,28,14,12,54
A03988,2024-12-03,11,10,37,58
A03989,2024-02-10,39,28,23,90
A03990,2024-02-25,34,15,24,73
A03991,2024-02-28,15,18,28,61
A03992,2024-11-29,15,26,28,69
A03993,2024-04-18,34,31,23,88
A03994,2024-08-31,38,38,26,102
A03995,2024-10-31,40,36,24,100
A03996,2024-05-20,32,39,34,105
A03997,2024-04-01,20,19,17,56
A03998,2024-10-20,30,14,14,58
A03999,2024-06-10,40,39,14,93
A04000,2024-08-06,30,18,31,79
A04001,2024-08-31,28,26,19,73
A04002,2024-05-27,15,25,10,50
A04003,2024-07-30,16,38,16,70
A04004,2024-04-14,32,32,30,94
A04005,2024-06-19,35,34,39,108
A04006,2024-02-01,40,39,16,95
A04007,2024-01-23,12,33,27,72
A04008,2023-12-10,26,23,14,63
A04009,2024-08-08,32,13,23,68
A04010,2024-10-12,24,18,22,64
A04011,2024-10-14,16,22,32,70
A04012,2024-07-20,40,18,36,94
A04013,2024-03-18,14,39,13,66
A04014,2024-11-04,39,28,22,89
A04015,2024-10-31,20,39,18,77
A04016,2024-04-03,23,16,10,49
A04017,2024-01-03,34,14,13,61
A04018,2024-03-13,17,20,11,48
A04019,2023-12-31,18,15,13,46
A04020,2023-12-16,34,10,14,58
A04021,2024-03-15,32,26,36,94
A04022,2024-11-01,36,21,39,96
A04023,2024-07-25,38,21,29,88
A04024,2024-10-13,19,23,25,67
A04025,2024-01-06,28,31,33,92
A04026,2024-12-04,31,38,34,103
A04027,2024-08-14,31,29,37,97
A04028,2024-02-14,16,24,25,65
A04029,2023-12-16,23,19,12,54
A04030,2024-06-12,15,23,20,58
A04031,2024-08-23,29,23,40,92
A04032,2024-03-25,11,27,24,62
A04033,2024-03-11,21,36,26,83
A04034,2024-11-19,37,11,16,64
A04035,2024-07-18,30,13,31,74
A04036,2024-01-20,32,10,10,52
A04037,2024-01-18,32,13,23,68
A04038,2024-10-05,16,12,15,43
A04039,2024-03-07,19,12,25,56
A04040,2024-03-04,33,40,33,106
A04041,2024-10-12,13,15,14,42
A04042,2024-08-08,12,20,11,43
A04043,2024-06-11,40,18,39,97
A04044,2024-12-08,37,38,24,99
A04045,2024-11-19,40,23,18,81
A04046,2024-06-18,31,11,22,64
A04047,2024-10-22,39,10,28,77
A04048,2024-06-16,16,38,11,65
A04049,2024-05-16,32,24,29,85
A04050,2024-05-27,33,25,13,71
A04051,2024-02-20,20,38,21,79
A04052,2024-08-11,30,29,38,97
A04053,2024-09-28,32,33,31,96
A04054,2024-01-06,15,16,28,59
A04055,2024-08-16,36,34,33,103
A04056,2024-09-11,21,34,22,77
A04057,2024-01-19,13,27,10,50
A04058,2024-05-29,12,25,32,69
A04059,2024-09-24,25,25,15,65
A04060,2024-11-08,22,37,10,69
A04061,2024-10-05,15,38,28,81
A04062,2024-06-19,27,19,34,80
A04063,2024-07-19,18,27,13,58
A04064,2024-07-04,12,13,36,61
A04065,2024-08-11,24,39,37,100
A04066,2023-12-24,31,16,16,63
A04067,2024-07-29,39,22,32,93
A04068,2024-06-06,16,28,12,56
A04069,2024-01-28,21,25,13,59
A04070,2024-07-24,10,34,21,65
A04071,2024-12-02,35,12,14,61
A04072,2024-09-29,14,18,30,62
A04073,2023-12-12,28,14,40,82
A04074,2024-09-19,21,39,23,83
A04075,2024-07-12,16,17,39,72
A04076,2024-07-10,21,19,16,56
A04077,2023-12-10,32,16,33,81
A04078,2024-07-19,15,37,20,72
A04079,2024-04-20,27,38,37,102
A04080,2024-05-11,12,35,10,57
A04081,2024-06-01,19,10,37,66
A04082,2024-08-06,31,39,13,83
A04083,2024-05-24,23,32,38,93
A04084,2024-04-27,15,23,18,56
A04085,2024-05-23,38,29,11,78
A04086,2024-05-22,37,15,40,92
A04087,2024-07-15,16,15,24,55
A04088,2024-10-26,12,16,40,68
A04089,2024-08-28,27,24,31,82
A04090,2024-11-04,32,18,34,84
A04091,2023-12-23,23,11,32,66
A04092,2024-06-16,25,27,13,65
A04093,2023-12-21,32,29,24,85
A04094,2024-01-14,22,20,37,79
A04095,2024-05-18,24,13,16,53
A04096,2024-01-15,26,35,23,84
A04097,2024-12-08,33,20,26,79
A04098,2024-05-28,14,37,21,72
A04099,2024-04-16,34,36,20,90
A04100,2024-05-17,16,25,38,79
A04101,2024-09-01,35,33,36,104
A04102,2024-07-17,36,31,20,87
A04103,2024-05-23,27,33,20,80
A04104,2024-11-26,30,31,28,89
A04105,2024-03-01,14,24,38,76
A04106,2024-05-09,30,38,34,102
A04107,2024-07-19,14,28,38,80
A04108,2024-05-11,35,19,24,78
A04109,2024-11-04,12,39,31,82
A04110,2024-03-08,21,16,30,67
A04111,2024-03-24,18,13,28,59
A04112,2024-03-22,34,39,13,86
A04113,2024-07-12,26,33,36,95
A04114,2024-01-07,39,34,37,110
A04115,2024-10-04,17,14,31,62
A04116,2024-11-11,17,22,33,72
A04117,2024-08-08,12,25,38,75
A04118,2024-08-22,24,11,13,48
A04119,2024-04-01,38,19,11,68
A04120,2023-12-20,23,12,28,63
A04121,2024-02-10,10,20,20,50
A04122,2024-08-18,24,34,31,89
A04123,2024-04-23,10,13,15,38
A04124,2023-12-31,36,34,36,106
A04125,2024-12-01,15,24,17,56
A04126,2024-11-11,27,31,38,96
A04127,2024-07-05,30,17,12,59
A04128,2024-07-24,40,19,34,93
A04129,2024-02-13,28,31,40,99
A04130,2024-05-29,30,39,14,83
A04131,2024-10-17,38,28,15,81
A04132,2024-02-28,27,14,32,73
A04133,2024-07-02,17,27,33,77
A04134,2024-09-19,13,28,17,58
A04135,2024-01-10,31,32,40,103
A04136,2024-02-20,20,22,38,80
A04137,2024-08-18,21,24,25,70
A04138,2024-12-05,25,26,19,70
A04139,2024-10-13,20,26,30,76
A04140,2024-10-08,16,27,18,61
A04141,2024-06-23,12,33,23,68
A04142,2024-10-05,16,27,36,79
A04143,2024-07-09,25,34,34,93
A04144,2024-11-13,37,16,37,90
A04145,2024-06-13,37,16,12,65
A04146,2024-05-03,32,12,40,84
A04147,2024-09-12,12,19,20,51
A04148,2023-12-19,18,38,18,74
A04149,2024-09-23,17,38,18,73
A04150,2024-04-25,38,34,13,85
A04151,2024-01-18,29,17,25,71
A04152,2024-09-03,29,11,37,77
A04153,2024-05-31,30,21,38,89
A04154,2024-10-17,30,38,25,93
A04155,2024-07-27,24,17,24,65
A04156,2024-05-13,37,22,39,98
A04157,2024-01-07,16,19,26,61
A04158,2024-09-06,27,35,12,74
A04159,2024-06-27,12,32,36,80
A04160,2024-10-08,31,10,36,77
A04161,2023-12-13,39,11,36,86
A04162,2024-05-24,35,28,27,90
A04163,2024-01-05,40,14,12,66
A04164,2024-09-17,28,25,13,66
A04165,2024-08-09,28,12,14,54
A04166,2024-07-12,11,13,39,63
A04167,2024-03-11,12,15,15,42
A04168,2024-10-01,10,17,13,40
A04169,2024-02-16,35,34,13,82
A04170,2024-01-30,11,31,35,77
A04171,2024-11-17,29,34,32,95
A04172,2024-05-28,23,35,17,75
A04173,2024-01-29,17,37,23,77
A04174,2024-10-28,25,29,33,87
A04175,2024-12-01,11,16,23,50
A04176,2024-07-27,18,40,28,86
A04177,2024-10-27,40,23,27,90
A04178,2024-03-28,26,40,40,106
A04179,2023-12-13,27,16,18,61
A04180,2024-05-30,40,32,26,98
A04181,2024-04-12,31,39,18,88
A04182,2024-09-20,23,11,39,73
A04183,2024-03-23,22,13,32,67
A04184,2024-11-24,26,24,35,85
A04185,2024-03-24,10,40,10,60
A04186,2024-05-20,12,39,13,64
A04187,2024-05-26,30,30,40,100
A04188,2024-02-14,10,37,40,87
A04189,2023-12-18,38,26,15,79
A04190,2024-06-22,25,23,27,75
A04191,2024-05-16,26,23,13,62
A04192,2024-10-17,19,19,27,65
A04193,2024-08-08,10,37,23,70
A04194,2024-06-23,24,10,21,55
A04195,2024-03-10,19,20,26,65
A04196,2024-06-10,19,24,12,55
A04197,2024-09-03,33,12,13,58
A04198,2024-01-27,35,31,26,92
A04199,2024-02-28,39,21,16,76
A04200,2024-04-06,40,39,19,98
A04201,2024-07-23,11,24,34,69
A04202,2024-11-28,29,38,38,105
A04203,2024-08-22,29,35,34,98
A04204,2024-06-01,36,23,30,89
A04205,2024-04-25,40,27,27,94
A04206,2024-02-21,19,29,25,73
A04207,2024-11-12,30,25,36,91
A04208,2024-10-11,34,26,37,97
A04209,2024-07-01,31,29,39,99
A04210,2024-04-23,21,32,20,73
A04211,2023-12-17,15,25,33,73
A04212,2024-02-12,27,15,30,72
A04213,2024-05-14,34,39,21,94
A04214,2024-02-26,23,29,24,76
A04215,2024-11-21,18,26,36,80
A04216,2024-07-13,37,25,13,75
A04217,2024-04-15,30,27,37,94
A04218,2024-01-18,22,13,30,65
A04219,2024-11-30,11,40,17,68
A04220,2024-01-20,39,33,36,108
A04221,2024-10-14,39,39,18,96
A04222,2024-01-06,37,24,16,77
A04223,2024-08-06,13,14,33,60
A04224,2024-01-30,27,27,34,88
A04225,2024-01-02,27,15,14,56
A04226,2024-03-23,33,18,19,70
A04227,2024-12-07,39,18,29,86
A04228,2024-05-20,38,29,26,93
A04229,2024-10-30,18,15,11,44
A04230,2024-01-19,19,35,37,91
A04231,2024-10-19,19,10,13,42
A04232,2024-05-06,39,24,15,78
A04233,2024-11-26,22,11,11,44
A04234,2024-08-16,20,40,11,71
A04235,2023-12-21,14,29,30,73
A04236,2024-07-03,31,14,31,76
A04237,2024-08-21,34,13,16,63
A04238,2023-12-15,25,32,39,96
A04239,2024-04-23,38,20,40,98
A04240,2024-06-11,13,28,39,80
A04241,2024-01-20,19,27,31,77
A04242,2024-10-21,20,37,28,85
A04243,2024-09-18,16,24,17,57
A04244,2024-04-13,11,23,13,47
A04245,2024-01-14,24,18,37,79
A04246,2023-12-11,15,11,34,60
A04247,2024-02-10,24,19,16,59
A04248,2024-07-14,14,14,18,46
A04249,2024-10-03,35,24,13,72
A04250,2024-11-18,19,31,35,85
A04251,2023-12-30,19,11,38,68
A04252,2024-05-15,39,38,40,117
A04253,2024-10-20,20,40,15,75
A04254,2024-03-09,20,27,10,57
A04255,2024-11-24,23,22,27,72
A04256,2024-05-30,14,28,14,56
A04257,2024-10-30,32,38,21,91
A04258,2024-03-10,11,23,15,49
A04259,2024-11-09,23,32,15,70
A04260,2023-12-28,14,30,25,69
A04261,2024-03-16,19,15,24,58
A04262,2024-04-10,23,28,33,84
A04263,2024-07-24,15,26,18,59
A04264,2023-12-31,28,24,40,92
A04265,2024-11-04,19,23,27,69
A04266,2024-04-22,11,12,22,45
A04267,2024-04-27,36,20,38,94
A04268,2024-09-20,30,19,33,82
A04269,2024-05-05,13,36,27,76
A04270,2024-09-23,19,19,37,75
A04271,2024-01-30,37,24,40,101
A04272,2024-06-17,17,17,37,71
A04273,2024-10-04,24,22,27,73
A04274,2024-06-10,25,31,25,81
A04275,2024-10-14,33,23,31,87
A04276,2024-07-18,29,28,34,91
A04277,2024-01-20,37,29,16,82
A04278,2024-04-16,22,28,16,66
A04279,2024-04-05,35,13,10,58
A04280,2024-12-08,39,24,29,92
A04281,2024-10-19,26,19,21,66
A04282,2024-05-07,35,11,10,56
A04283,2024-09-29,12,31,11,54
A04284,2024-09-01,19,30,17,66
A04285,2024-06-30,10,39,11,60
A04286,2024-10-27,27,33,34,94
A04287,2024-08-26,22,26,14,62
A04288,2024-02-07,12,13,37,62
A04289,2024-09-19,31,11,35,77
A04290,2024-05-13,14,12,25,51
A04291,2024-11-05,14,13,14,41
A04292,2024-01-23,35,38,20,93
A04293,2024-08-30,20,37,35,92
A04294,2024-04-19,16,37,10,63
A04295,2023-12-27,17,35,17,69
A04296,2024-06-20,34,32,24,90
A04297,2024-02-24,21,39,19,79
A04298,2023-12-11,28,40,34,102
A04299,2024-08-02,38,27,25,90
A04300,2024-09-08,20,24,38,82
A04301,2024-03-24,25,24,19,68
A04302,2024-10-11,28,36,24,88
A04303,2023-12-26,39,17,20,76
A04304,2024-04-18,12,12,14,38
A04305,2024-07-03,30,29,28,87
A04306,2024-07-26,29,30,26,85
A04307,2024-03-30,17,12,14,43
A04308,2024-04-07,29,23,23,75
A04309,2024-08-12,32,29,13,74
A04310,2024-08-21,29,21,22,72
A04311,2024-03-10,24,15,22,61
A04312,2024-03-03,24,25,10,59
A04313,2024-11-22,40,15,11,66
A04314,2024-06-30,32,33,28,93
A04315,2024-02-22,40,25,26,91
A04316,2024-08-15,26,27,13,66
A04317,2024-03-31,25,38,38,101
A04318,2024-02-25,18,38,19,75
A04319,2024-09-20,11,39,28,78
A04320,2024-05-07,13,17,30,60
A04321,2024-11-17,12,35,16,63
A04322,2024-08-06,11,18,37,66
A04323,2024-02-09,36,30,21,87
A04324,2024-09-28,26,14,20,60
A04325,2024-04-15,37,30,21,88
A04326,2024-11-02,10,26,36,72
A04327,2024-05-09,13,27,21,61
A04328,2024-06-29,23,28,39,90
A04329,2024-06-25,16,20,36,72
A04330,2024-09-12,39,38,31,108
A04331,2024-08-23,16,17,28,61
A04332,2024-06-05,14,36,18,68
A04333,2024-03-11,23,23,34,80
A04334,2024-01-01,32,28,16,76
A04335,2024-01-06,15,17,28,60
A04336,2024-05-02,13,20,39,72
A04337,2024-05-24,12,35,28,75
A04338,2024-09-10,38,30,29,97
A04339,2024-11-20,16,20,19,55
A04340,2024-10-09,16,32,36,84
A04341,2024-05-03,22,23,17,62
A04342,2024-05-12,12,33,24,69
A04343,2024-04-30,19,30,24,73
A04344,2024-11-16,26,20,18,64
A04345,2023-12-17,20,35,24,79
A04346,2023-12-27,32,21,38,91
A04347,2024-10-28,24,14,28,66
A04348,2024-07-02,20,14,13,47
A04349,2024-09-11,25,37,27,89
A04350,2024-05-26,14,19,26,59
A04351,2024-07-04,17,24,30,71
A04352,2024-06-14,29,37,15,81
A04353,2024-04-26,10,30,32,72
A04354,2024-06-14,36,28,24,88
A04355,2024-03-10,23,39,31,93
A04356,2024-10-23,19,34,22,75
A04357,2024-04-05,16,14,33,63
A04358,2024-01-25,36,16,15,67
A04359,2024-05-29,25,20,39,84
A04360,2024-06-22,18,21,11,50
A04361,2024-09-01,11,21,17,49
A04362,2024-03-03,36,14,33,83
A04363,2024-10-28,12,40,20,72
A04364,2024-06-21,19,32,29,80
A04365,2024-07-28,10,35,25,70
A04366,2024-01-04,37,39,28,104
A04367,2024-03-16,25,26,12,63
A04368,2024-11-02,21,35,30,86
A04369,2024-04-24,14,21,19,54
A04370,2024-05-22,22,38,36,96
A04371,2024-03-02,30,10,13,53
A04372,2024-05-17,25,35,31,91
A04373,2023-12-18,31,24,38,93
A04374,2024-01-22,25,32,34,91
A04375,2024-09-03,17,15,17,49
A04376,2024-04-05,13,28,19,60
A04377,2024-05-12,28,38,11,77
A04378,2024-05-17,22,25,18,65
A04379,2024-02-01,27,28,15,70
A04380,2024-05-13,29,26,38,93
A04381,2024-12-08,34,34,32,100
A04382,2024-06-07,38,29,27,94
A04383,2024-07-08,32,18,19,69
A04384,2024-05-19,29,22,33,84
A04385,2024-07-15,23,19,28,70
A04386,2024-01-06,36,28,16,80
A04387,2024-10-13,29,38,33,100
A04388,2024-07-27,40,31,23,94
A04389,2024-08-15,30,39,12,81
A04390,2024-03-19,36,13,39,88
A04391,2023-12-22,29,11,17,57
A04392,2024-08-02,31,21,20,72
A04393,2024-12-08,12,10,16,38
A04394,2023-12-25,17,27,32,76
A04395,2024-08-09,19,13,25,57
A04396,2024-07-06,19,29,39,87
A04397,2024-08-29,16,19,30,65
A04398,2024-10-28,13,24,35,72
A04399,2024-08-26,36,29,17,82
A04400,2024-01-07,21,32,19,72
A04401,2024-03-04,14,14,35,63
A04402,2024-01-02,20,36,21,77
