ApplicationID,Channel,Date,MessageType,ResponseTime (hours)
A01744,WhatsApp,2024-06-19,Application Status,24
A01745,Phone Call,2024-01-16,Reminder,24
A01746,WhatsApp,2024-04-02,Thank You,12
A01747,Phone Call,2024-04-07,Thank You,12
A01748,Email,2024-03-03,Application Status,48
A01749,WhatsApp,2024-04-02,Application Status,
A01750,Email,2024-10-19,Application Status,12
A01751,Email,2023-12-29,Reminder,4
A01752,Phone Call,2024-03-01,Follow-Up,24
A01753,Email,2024-01-15,Application Status,24
A01754,Phone Call,2024-04-27,Follow-Up,4
A01755,Phone Call,2023-12-16,Thank You,2
A01756,Phone Call,2024-07-14,Thank You,2
A01757,Email,2023-12-28,Follow-Up,48
A01758,Email,2024-11-02,Reminder,2
A01759,Phone Call,2024-09-24,Follow-Up,12
A01760,WhatsApp,2024-03-24,Reminder,6
A01761,Email,2024-09-03,Reminder,6
A01762,WhatsApp,2024-05-31,Reminder,48
A01763,WhatsApp,2024-06-17,Follow-Up,48
A01764,Email,2024-09-19,Reminder,48
A01765,Phone Call,2024-11-19,Thank You,
A01766,Email,2024-09-07,Thank You,4
A01767,Email,2024-11-17,Reminder,4
A01768,WhatsApp,2024-04-16,Application Status,4
A01769,WhatsApp,2024-04-21,Thank You,24
A01770,WhatsApp,2024-07-02,Reminder,24
A01771,WhatsApp,2024-05-16,Thank You,12
A01772,Email,2024-08-01,Application Status,12
A01773,Phone Call,2024-04-20,Follow-Up,48
A01774,Phone Call,2024-09-28,Thank You,2
A01775,Email,2023-12-20,Reminder,48
A01776,Phone Call,2024-11-20,Reminder,48
A01777,Email,2024-11-27,Application Status,2
A01778,Phone Call,2024-11-30,Application Status,2
A01779,Email,2023-12-19,Follow-Up,24
A01780,Phone Call,2024-08-11,Reminder,
A01781,Phone Call,2024-11-08,Follow-Up,4
A01782,Email,2024-06-07,Follow-Up,48
A01783,Phone Call,2024-04-08,Reminder,6
A01784,Phone Call,2024-11-03,Application Status,2
A01785,Phone Call,2024-07-29,Thank You,4
A01786,Email,2023-12-19,Thank You,12
A01787,WhatsApp,2024-11-24,Reminder,12
A01788,WhatsApp,2024-08-04,Follow-Up,4
A01789,Phone Call,2024-06-09,Thank You,12
A01790,Phone Call,2024-10-28,Reminder,24
A01791,WhatsApp,2024-02-15,Follow-Up,
A01792,Phone Call,2024-10-22,Follow-Up,6
A01793,Email,2024-08-10,Reminder,48
A01794,Phone Call,2024-02-23,Thank You,48
A01795,Email,2024-01-16,Reminder,
A01796,Phone Call,2024-05-19,Reminder,12
A01797,Phone Call,2024-11-22,Thank You,12
A01798,Phone Call,2024-09-11,Application Status,2
A01799,WhatsApp,2024-04-12,Thank You,12
A01800,Email,2024-03-08,Follow-Up,2
A01801,WhatsApp,2024-01-09,Follow-Up,12
A01802,Phone Call,2023-12-30,Application Status,48
A01803,Phone Call,2024-11-30,Application Status,4
A01804,WhatsApp,2024-03-22,Follow-Up,
A01805,Email,2024-04-22,Thank You,48
A01806,Phone Call,2024-07-12,Application Status,4
A01807,WhatsApp,2024-05-01,Reminder,2
A01808,Email,2024-01-31,Reminder,2
A01809,Phone Call,2024-08-01,Application Status,6
A01810,Email,2023-12-18,Thank You,6
A01811,Phone Call,2024-01-19,Thank You,2
A01812,Phone Call,2024-01-31,Application Status,4
A01813,Phone Call,2024-03-10,Reminder,4
A01814,WhatsApp,2023-12-26,Reminder,
A01815,WhatsApp,2024-04-24,Application Status,4
A01816,Email,2024-03-14,Reminder,12
A01817,Email,2024-01-15,Thank You,24
A01818,WhatsApp,2024-04-28,Thank You,2
A01819,Email,2024-04-18,Follow-Up,6
A01820,Phone Call,2024-03-20,Thank You,4
A01821,Phone Call,2024-03-11,Follow-Up,24
A01822,WhatsApp,2024-02-01,Application Status,4
A01823,Email,2024-10-07,Application Status,6
A01824,WhatsApp,2024-01-22,Thank You,
A01825,Phone Call,2024-02-03,Application Status,
A01826,Phone Call,2024-04-26,Reminder,2
A01827,WhatsApp,2024-08-14,Thank You,6
A01828,WhatsApp,2024-04-04,Reminder,6
A01829,Email,2024-09-27,Application Status,24
A01830,Email,2024-10-25,Application Status,24
A01831,WhatsApp,2024-12-03,Follow-Up,
A01832,Phone Call,2024-09-25,Thank You,
A01833,Phone Call,2024-04-26,Reminder,4
A01834,WhatsApp,2024-02-15,Follow-Up,6
A01835,Email,2024-12-02,Reminder,6
A01836,Phone Call,2024-07-27,Follow-Up,48
A01837,Phone Call,2024-09-09,Reminder,48
A01838,Phone Call,2024-07-03,Follow-Up,24
A01839,Phone Call,2024-04-14,Thank You,24
A01840,WhatsApp,2024-05-18,Application Status,6
A01841,WhatsApp,2024-10-04,Follow-Up,24
A01842,WhatsApp,2024-02-08,Thank You,6
A01843,Phone Call,2024-05-04,Reminder,2
A01844,WhatsApp,2024-04-26,Reminder,2
A01845,WhatsApp,2024-07-17,Thank You,6
A01846,Email,2024-11-22,Thank You,12
A01847,Phone Call,2024-05-06,Follow-Up,2
A01848,Email,2024-09-04,Follow-Up,12
A01849,Email,2024-10-15,Thank You,48
A01850,WhatsApp,2024-11-18,Thank You,6
A01851,WhatsApp,2023-12-19,Follow-Up,2
A01852,Email,2024-04-27,Reminder,2
A01853,Phone Call,2024-09-08,Follow-Up,24
A01854,Phone Call,2024-11-23,Reminder,48
A01855,WhatsApp,2024-05-22,Follow-Up,24
A01856,WhatsApp,2024-03-02,Follow-Up,24
A01857,WhatsApp,2024-03-28,Thank You,24
A01858,Phone Call,2024-09-07,Application Status,6
A01859,Phone Call,2024-02-09,Application Status,2
A01860,Phone Call,2024-01-24,Reminder,2
A01861,Email,2024-06-13,Reminder,12
A01862,WhatsApp,2024-06-25,Follow-Up,12
A01863,Phone Call,2024-08-21,Application Status,48
A01864,WhatsApp,2024-05-12,Thank You,6
A01865,Phone Call,2024-04-06,Reminder,6
A01866,WhatsApp,2024-04-05,Reminder,
A01867,WhatsApp,2024-05-06,Thank You,48
A01868,Phone Call,2024-01-12,Application Status,4
A01869,WhatsApp,2023-12-21,Application Status,12
A01870,Phone Call,2024-01-11,Reminder,12
A01871,Phone Call,2024-02-13,Follow-Up,12
A01872,Email,2024-12-02,Reminder,24
A01873,Phone Call,2024-04-25,Follow-Up,12
A01874,Phone Call,2024-05-11,Reminder,4
A01875,WhatsApp,2024-06-16,Thank You,48
A01876,Phone Call,2024-11-24,Follow-Up,2
A01877,WhatsApp,2024-04-26,Reminder,2
A01878,WhatsApp,2024-11-30,Thank You,48
A01879,Email,2024-06-15,Application Status,2
A01880,Email,2024-03-20,Follow-Up,24
A01881,WhatsApp,2024-09-06,Follow-Up,48
A01882,Phone Call,2024-08-26,Thank You,6
A01883,Phone Call,2024-06-12,Follow-Up,
A01884,WhatsApp,2024-09-24,Reminder,12
A01885,Email,2024-01-09,Application Status,6
A01886,Phone Call,2024-05-17,Follow-Up,6
A01887,Email,2024-09-27,Application Status,24
A01888,Email,2024-10-21,Follow-Up,4
A01889,Email,2024-02-09,Thank You,
A01890,Phone Call,2024-05-21,Thank You,6
A01891,Email,2024-06-03,Application Status,12
A01892,Email,2024-10-09,Follow-Up,6
A01893,WhatsApp,2024-08-01,Application Status,
A01894,Email,2024-06-15,Reminder,2
A01895,WhatsApp,2024-09-03,Application Status,6
A01896,Email,2024-04-04,Application Status,6
A01897,WhatsApp,2024-07-27,Application Status,12
A01898,Email,2024-06-07,Follow-Up,
A01899,Email,2024-11-28,Reminder,24
A01900,WhatsApp,2024-10-16,Thank You,
A01901,Email,2024-01-04,Thank You,6
A01902,Email,2024-11-05,Thank You,4
A01903,Email,2024-03-05,Reminder,12
A01904,Phone Call,2024-05-02,Thank You,24
A01905,Email,2024-07-19,Follow-Up,
A01906,WhatsApp,2024-02-06,Application Status,24
A01907,Email,2024-08-09,Thank You,
A01908,Email,2024-08-03,Application Status,48
A01909,Phone Call,2024-01-01,Reminder,24
A01910,Email,2024-04-23,Reminder,4
A01911,Phone Call,2024-09-13,Reminder,2
A01912,Phone Call,2024-07-18,Application Status,2
A01913,Phone Call,2024-04-03,Thank You,
A01914,Email,2024-08-25,Reminder,6
A01915,Phone Call,2024-10-08,Follow-Up,6
A01916,Phone Call,2024-11-03,Reminder,12
A01917,Email,2024-08-22,Application Status,24
A01918,WhatsApp,2024-06-25,Thank You,12
A01919,WhatsApp,2024-07-16,Application Status,48
A01920,Email,2024-09-22,Application Status,6
A01921,Phone Call,2023-12-18,Thank You,6
A01922,WhatsApp,2023-12-11,Thank You,48
A01923,Phone Call,2024-04-14,Reminder,6
A01924,WhatsApp,2023-12-17,Reminder,4
A01925,WhatsApp,2023-12-17,Reminder,24
A01926,Phone Call,2024-05-04,Thank You,12
A01927,Email,2024-10-15,Reminder,4
A01928,Email,2024-05-11,Reminder,12
A01929,Email,2024-07-30,Reminder,24
A01930,WhatsApp,2024-11-04,Thank You,12
A01931,WhatsApp,2024-04-01,Application Status,12
A01932,Phone Call,2024-08-25,Follow-Up,48
A01933,Phone Call,2024-07-29,Application Status,4
A01934,Email,2024-05-08,Reminder,24
A01935,Phone Call,2024-10-29,Application Status,24
A01936,Email,2024-04-27,Application Status,24
A01937,Email,2024-08-25,Reminder,24
A01938,Email,2024-07-12,Application Status,6
A01939,WhatsApp,2024-10-12,Thank You,2
A01940,Phone Call,2024-03-19,Thank You,4
A01941,WhatsApp,2024-10-16,Follow-Up,4
A01942,WhatsApp,2024-05-27,Thank You,48
A01943,WhatsApp,2024-07-20,Reminder,48
A01944,Phone Call,2024-04-29,Reminder,4
A01945,Email,2024-03-26,Reminder,24
A01946,Phone Call,2024-05-04,Follow-Up,24
A01947,Phone Call,2024-08-22,Follow-Up,4
A01948,Phone Call,2024-12-08,Thank You,48
A01949,Email,2024-03-25,Thank You,
A01950,Phone Call,2024-02-29,Follow-Up,2
A01951,Email,2024-05-28,Application Status,6
A01952,WhatsApp,2024-03-21,Thank You,6
A01953,Email,2024-09-27,Reminder,24
A01954,Phone Call,2024-11-07,Application Status,12
A01955,Email,2024-05-24,Application Status,2
A01956,Email,2024-06-12,Follow-Up,
A01957,Phone Call,2024-08-17,Reminder,6
A01958,WhatsApp,2024-06-15,Application Status,12
A01959,Email,2024-07-30,Thank You,4
A01960,Email,2024-06-24,Application Status,4
A01961,WhatsApp,2024-04-19,Follow-Up,4
A01962,WhatsApp,2024-06-25,Application Status,4
A01963,Email,2024-09-13,Reminder,12
A01964,Email,2024-06-24,Follow-Up,24
A01965,WhatsApp,2024-10-06,Thank You,24
A01966,Email,2024-02-29,Thank You,2
A01967,Email,2024-01-13,Follow-Up,4
A01968,WhatsApp,2024-08-31,Follow-Up,48
A01969,Email,2024-01-04,Follow-Up,4
A01970,WhatsApp,2024-01-30,Thank You,24
A01971,Phone Call,2024-04-06,Follow-Up,4
A01972,WhatsApp,2024-08-22,Follow-Up,24
A01973,Email,2024-01-28,Thank You,
A01974,WhatsApp,2024-06-10,Application Status,6
A01975,Email,2024-11-30,Reminder,12
A01976,Email,2024-04-20,Thank You,24
A01977,WhatsApp,2024-08-13,Follow-Up,48
A01978,Email,2024-05-02,Follow-Up,
A01979,WhatsApp,2024-11-06,Reminder,2
A01980,WhatsApp,2024-05-08,Application Status,6
A01981,Phone Call,2024-06-30,Reminder,24
A01982,Phone Call,2024-08-12,Application Status,
A01983,WhatsApp,2024-01-02,Thank You,6
A01984,Phone Call,2024-04-23,Application Status,48
A01985,WhatsApp,2024-07-07,Reminder,2
A01986,Email,2024-10-07,Application Status,2
A01987,Phone Call,2024-05-24,Thank You,24
A01988,Email,2024-02-11,Reminder,4
A01989,WhatsApp,2024-04-12,Application Status,12
A01990,Email,2024-02-06,Follow-Up,4
A01991,Phone Call,2024-05-27,Reminder,4
A01992,Email,2024-07-17,Follow-Up,6
A01993,Email,2024-07-16,Follow-Up,24
A01994,Email,2024-01-14,Follow-Up,6
A01995,WhatsApp,2024-01-30,Reminder,4
A01996,Email,2024-05-30,Follow-Up,
A01997,Email,2024-02-10,Reminder,48
A01998,Email,2024-05-18,Reminder,
A01999,Email,2024-04-12,Application Status,24
A02000,WhatsApp,2024-01-26,Reminder,48
A02001,Email,2024-02-27,Reminder,4
A02002,WhatsApp,2024-03-17,Application Status,4
A02003,Email,2024-11-11,Thank You,48
A02004,WhatsApp,2024-09-18,Application Status,
A02005,Phone Call,2024-04-11,Reminder,24
A02006,Phone Call,2024-05-22,Follow-Up,4
A02007,WhatsApp,2024-02-22,Follow-Up,12
A02008,Phone Call,2024-06-22,Follow-Up,4
A02009,Phone Call,2024-02-09,Application Status,48
A02010,Phone Call,2024-03-25,Thank You,4
A02011,WhatsApp,2023-12-20,Reminder,48
A02012,WhatsApp,2024-06-30,Reminder,12
A02013,Phone Call,2024-07-11,Thank You,6
A02014,Email,2024-03-11,Reminder,6
A02015,WhatsApp,2024-06-05,Follow-Up,48
A02016,Email,2024-07-07,Application Status,4
A02017,Email,2024-11-22,Application Status,48
A02018,Email,2024-02-23,Reminder,
A02019,Email,2024-04-22,Application Status,
A02020,WhatsApp,2024-06-26,Follow-Up,48
A02021,WhatsApp,2024-05-06,Application Status,48
A02022,Phone Call,2023-12-16,Reminder,4
A02023,Email,2024-06-04,Follow-Up,12
A02024,Phone Call,2024-01-05,Thank You,2
A02025,Email,2024-02-18,Reminder,24
A02026,Email,2024-01-16,Thank You,12
A02027,Email,2024-08-26,Thank You,4
A02028,Email,2024-06-25,Application Status,4
A02029,Email,2024-04-08,Thank You,
A02030,Phone Call,2024-03-11,Thank You,4
A02031,Email,2024-12-03,Application Status,48
A02032,Email,2024-08-22,Follow-Up,24
A02033,Phone Call,2024-01-10,Follow-Up,24
A02034,Email,2024-10-19,Reminder,12
A02035,WhatsApp,2024-03-09,Application Status,2
A02036,Email,2024-04-16,Follow-Up,6
A02037,Email,2024-02-29,Application Status,
A02038,WhatsApp,2024-06-05,Application Status,4
A02039,Email,2024-01-11,Thank You,24
A02040,Email,2024-10-04,Follow-Up,12
A02041,WhatsApp,2024-03-17,Follow-Up,24
A02042,Email,2024-02-04,Reminder,12
A02043,Email,2024-10-08,Follow-Up,6
A02044,WhatsApp,2024-01-31,Follow-Up,24
A02045,Email,2023-12-15,Thank You,4
A02046,Phone Call,2024-10-28,Application Status,6
A02047,Phone Call,2023-12-10,Reminder,24
A02048,Email,2024-02-22,Reminder,
A02049,WhatsApp,2024-04-07,Reminder,48
A02050,WhatsApp,2024-03-09,Thank You,12
A02051,WhatsApp,2024-08-24,Follow-Up,12
A02052,Email,2024-07-20,Application Status,24
A02053,WhatsApp,2024-08-24,Reminder,48
A02054,WhatsApp,2023-12-22,Thank You,12
A02055,Phone Call,2024-03-31,Reminder,2
A02056,Phone Call,2024-06-09,Follow-Up,4
A02057,Phone Call,2024-01-03,Follow-Up,6
A02058,Phone Call,2024-11-02,Application Status,24
A02059,Email,2024-07-25,Reminder,24
A02060,WhatsApp,2024-11-13,Application Status,48
A02061,Email,2024-05-07,Thank You,24
A02062,Email,2024-05-07,Application Status,48
A02063,WhatsApp,2024-08-05,Reminder,48
A02064,Email,2024-10-20,Thank You,48
A02065,Email,2024-09-14,Follow-Up,48
A02066,Phone Call,2024-09-29,Thank You,48
A02067,Phone Call,2024-09-27,Reminder,6
A02068,Phone Call,2024-02-20,Thank You,
A02069,Phone Call,2024-09-10,Application Status,
A02070,WhatsApp,2024-08-04,Application Status,2
A02071,WhatsApp,2024-04-24,Thank You,12
A02072,Phone Call,2024-06-02,Reminder,48
A02073,Email,2024-07-13,Reminder,48
A02074,WhatsApp,2024-09-09,Reminder,48
A02075,Email,2024-08-30,Reminder,4
A02076,WhatsApp,2024-02-25,Thank You,2
A02077,WhatsApp,2024-05-23,Reminder,24
A02078,Email,2024-04-23,Follow-Up,12
A02079,WhatsApp,2024-02-16,Follow-Up,48
A02080,WhatsApp,2024-10-28,Follow-Up,48
A02081,Email,2024-11-29,Thank You,4
A02082,Email,2024-04-04,Follow-Up,4
A02083,WhatsApp,2024-06-26,Follow-Up,2
A02084,Email,2024-02-08,Thank You,4
A02085,Email,2024-11-29,Application Status,12
A02086,Phone Call,2024-06-29,Follow-Up,
A02087,Email,2024-02-02,Reminder,24
A02088,Phone Call,2024-05-29,Application Status,2
A02089,Phone Call,2024-09-11,Application Status,4
A02090,Email,2024-08-05,Reminder,6
A02091,WhatsApp,2024-11-26,Reminder,4
A02092,Phone Call,2024-10-03,Application Status,
A02093,Phone Call,2024-11-12,Thank You,
A02094,Phone Call,2024-07-05,Thank You,24
A02095,Email,2024-02-07,Reminder,48
A02096,Phone Call,2024-01-08,Thank You,24
A02097,WhatsApp,2024-03-18,Follow-Up,6
A02098,Phone Call,2024-09-02,Application Status,2
A02099,Email,2024-10-11,Reminder,6
A02100,WhatsApp,2024-03-03,Thank You,12
A02101,WhatsApp,2024-01-15,Application Status,6
A02102,Email,2024-11-18,Follow-Up,2
A02103,Phone Call,2024-03-20,Application Status,48
A02104,Phone Call,2024-07-04,Application Status,
A02105,Phone Call,2024-10-05,Thank You,48
A02106,Email,2024-05-04,Thank You,2
A02107,Email,2024-05-21,Follow-Up,12
A02108,WhatsApp,2024-11-02,Reminder,4
A02109,WhatsApp,2024-06-13,Follow-Up,24
A02110,Email,2024-11-13,Reminder,6
A02111,Phone Call,2024-05-17,Thank You,12
A02112,WhatsApp,2024-03-17,Application Status,4
A02113,Phone Call,2024-04-14,Reminder,6
A02114,Phone Call,2023-12-26,Follow-Up,2
A02115,Email,2024-07-05,Follow-Up,12
A02116,Email,2024-08-03,Application Status,4
A02117,Email,2024-08-20,Application Status,2
A02118,WhatsApp,2024-05-05,Reminder,
A02119,Email,2024-06-22,Follow-Up,12
A02120,Phone Call,2024-03-21,Follow-Up,24
A02121,WhatsApp,2024-04-01,Thank You,6
A02122,WhatsApp,2024-01-09,Application Status,
A02123,Email,2024-11-09,Application Status,4
A02124,Phone Call,2024-10-03,Thank You,2
A02125,WhatsApp,2024-01-30,Reminder,4
A02126,Email,2024-05-02,Follow-Up,12
A02127,Email,2024-10-14,Follow-Up,
A02128,Phone Call,2023-12-14,Thank You,4
A02129,Email,2024-11-02,Reminder,
A02130,Phone Call,2024-06-18,Application Status,
A02131,Email,2024-12-01,Follow-Up,48
A02132,WhatsApp,2024-06-06,Follow-Up,6
A02133,WhatsApp,2024-03-08,Application Status,48
A02134,Phone Call,2024-11-08,Thank You,2
A02135,Email,2024-09-14,Follow-Up,48
A02136,Phone Call,2024-06-01,Thank You,48
A02137,Phone Call,2024-06-09,Reminder,4
A02138,Phone Call,2024-04-10,Follow-Up,12
A02139,Phone Call,2024-09-18,Application Status,4
A02140,Email,2024-02-13,Application Status,4
A02141,WhatsApp,2023-12-26,Reminder,
A02142,Email,2024-08-19,Thank You,12
A02143,Phone Call,2024-02-15,Follow-Up,2
A02144,WhatsApp,2024-09-26,Thank You,
A02145,Email,2024-01-23,Follow-Up,6
A02146,Phone Call,2023-12-21,Application Status,24
A02147,Phone Call,2024-10-03,Reminder,48
A02148,Phone Call,2024-07-30,Application Status,4
A02149,WhatsApp,2024-03-20,Application Status,4
A02150,Phone Call,2024-10-10,Follow-Up,12
A02151,Phone Call,2024-07-17,Reminder,48
A02152,WhatsApp,2024-01-28,Reminder,6
A02153,Phone Call,2024-03-16,Thank You,24
A02154,WhatsApp,2024-01-06,Thank You,
A02155,Phone Call,2024-03-17,Thank You,6
A02156,WhatsApp,2024-12-09,Application Status,12
A02157,WhatsApp,2024-03-16,Follow-Up,2
A02158,WhatsApp,2024-03-02,Reminder,2
A02159,WhatsApp,2024-10-03,Application Status,12
A02160,Email,2024-03-31,Application Status,24
A02161,Email,2024-12-03,Reminder,2
A02162,WhatsApp,2024-01-18,Application Status,2
A02163,WhatsApp,2024-01-09,Thank You,
A02164,Email,2024-04-11,Thank You,6
A02165,Email,2024-06-03,Application Status,24
A02166,WhatsApp,2024-04-09,Follow-Up,24
A02167,WhatsApp,2024-11-01,Thank You,12
A02168,Email,2024-11-10,Reminder,2
A02169,WhatsApp,2024-10-09,Application Status,6
A02170,Phone Call,2024-01-17,Application Status,6
A02171,Email,2024-02-28,Thank You,
A02172,WhatsApp,2024-01-27,Reminder,12
A02173,Email,2024-01-02,Follow-Up,48
A02174,WhatsApp,2024-09-20,Follow-Up,6
A02175,Email,2024-02-12,Application Status,
A02176,WhatsApp,2024-07-28,Follow-Up,2
A02177,Phone Call,2024-09-25,Follow-Up,6
A02178,Email,2023-12-24,Follow-Up,2
A02179,WhatsApp,2024-10-30,Thank You,24
A02180,Phone Call,2024-03-18,Follow-Up,12
A02181,Phone Call,2024-07-22,Application Status,48
A02182,Email,2024-11-13,Reminder,2
A02183,Email,2024-03-16,Application Status,
A02184,Phone Call,2024-08-08,Reminder,4
A02185,WhatsApp,2024-11-05,Follow-Up,48
A02186,Phone Call,2024-10-02,Reminder,48
A02187,WhatsApp,2024-02-19,Thank You,4
A02188,Email,2024-02-22,Application Status,24
A02189,Phone Call,2024-09-12,Reminder,48
A02190,WhatsApp,2024-01-09,Follow-Up,12
A02191,Phone Call,2024-11-30,Follow-Up,24
A02192,Email,2024-06-24,Application Status,2
A02193,Phone Call,2024-03-13,Reminder,12
A02194,Phone Call,2024-06-08,Application Status,24
A02195,Phone Call,2024-06-24,Reminder,48
A02196,Phone Call,2024-08-19,Thank You,24
A02197,Email,2023-12-17,Application Status,
A02198,Email,2024-06-05,Thank You,24
A02199,WhatsApp,2024-02-22,Thank You,12
A02200,WhatsApp,2024-10-03,Thank You,48
A02201,WhatsApp,2024-07-12,Application Status,2
A02202,Email,2024-02-05,Application Status,12
A02203,WhatsApp,2024-10-16,Reminder,6
A02204,Phone Call,2024-07-18,Follow-Up,
A02205,Email,2024-03-07,Thank You,2
A02206,Phone Call,2024-05-16,Reminder,12
A02207,Email,2024-08-11,Thank You,6
A02208,Phone Call,2024-11-23,Follow-Up,24
A02209,WhatsApp,2024-07-21,Thank You,12
A02210,WhatsApp,2024-06-08,Thank You,2
A02211,Phone Call,2024-02-16,Application Status,4
A02212,Phone Call,2023-12-16,Follow-Up,24
A02213,Phone Call,2023-12-12,Reminder,12
A02214,Phone Call,2024-01-15,Thank You,24
A02215,WhatsApp,2024-06-18,Application Status,6
A02216,Phone Call,2024-10-16,Application Status,2
A02217,WhatsApp,2024-04-05,Follow-Up,
A02218,WhatsApp,2024-02-07,Thank You,
A02219,Email,2024-03-31,Follow-Up,12
A02220,WhatsApp,2024-10-31,Application Status,12
A02221,Email,2024-06-04,Reminder,6
A02222,Email,2024-03-11,Thank You,4
A02223,Email,2024-11-16,Thank You,48
A02224,Email,2024-11-06,Thank You,
A02225,Phone Call,2024-06-13,Application Status,2
A02226,WhatsApp,2024-05-12,Application Status,4
A02227,Phone Call,2024-12-09,Reminder,24
A02228,Phone Call,2024-09-29,Reminder,24
A02229,Phone Call,2024-06-20,Application Status,2
A02230,Phone Call,2024-04-08,Reminder,4
A02231,WhatsApp,2024-01-28,Thank You,2
A02232,WhatsApp,2024-11-01,Thank You,6
